surface_id,role,menu_xmlid,parent_menu_xmlid_chain,navigation_path,action_xmlid,model,source_module,required_groups,capability,acl_read,acl_create,acl_write,record_rule_exists,record_rules,product_policy_released,policy_release_state,role_root_allowed,role_blocked,http_statuses,load_result,old_70_membership,final_decision,decision_reason,exposure_mode,primary_group,task_key,journey_refs,entry_reason,context_parent
FE-AUD-fixture_role_project_a_member-6,project_member,smart_construction_core.menu_sc_project_wbs,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_project_management_group,系统菜单 / 项目中心 / 项目管理 / 执行结构,smart_construction_core.action_exec_structure_entry,project.project,smart_construction_core,smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_project_wbs,false,false,false,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_project_management_group
FE-AUD-fixture_role_project_a_member-7,project_member,smart_construction_core.menu_sc_project_kanban,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_project_management_group,系统菜单 / 项目中心 / 项目管理 / 项目看板,smart_construction_core.action_project_dashboard,project.project,smart_construction_core,smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_project_kanban,true,false,false,true,project.project_comp_rule|project.project_public_members_rule|smart_construction_core.rule_sc_project_read_project_project,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_project_management_group
FE-AUD-fixture_role_project_a_member-8,project_member,smart_construction_core.menu_sc_project_management_scene,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_project_management_group,系统菜单 / 项目中心 / 项目管理 / 项目驾驶舱,smart_construction_core.action_project_dashboard,project.project,smart_construction_core,smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_project_management_scene,true,false,false,true,project.project_comp_rule|project.project_public_members_rule|smart_construction_core.rule_sc_project_read_project_project,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,PRIMARY_NAV,项目工作,member.project_workspace,"J03,E2E-01",独立高频任务或正式旅程入口,
FE-AUD-fixture_role_project_a_member-9,project_member,smart_construction_core.menu_sc_project_documents,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_project_management_group,系统菜单 / 项目中心 / 项目管理 / 项目资料,smart_construction_core.action_sc_project_document,sc.project.document,smart_construction_core,smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_project_documents,true,false,false,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,PRIMARY_NAV,项目工作,member.project_documents,"J04,E2E-05",独立高频任务或正式旅程入口,
FE-AUD-fixture_role_project_a_member-10,project_member,smart_construction_core.menu_sc_general_contract,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_contract_center > smart_construction_core.menu_sc_expense_contract_group,系统菜单 / 合同中心 / 支出合同台账 / 一般合同（公司）,smart_construction_core.action_sc_general_contract,sc.general.contract,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_contract_manager|smart_construction_core.group_sc_cap_contract_read|smart_construction_core.group_sc_cap_contract_user,catalog.menu.smart_construction_core_menu_sc_general_contract,true,true,true,true,smart_construction_core.rule_sc_business_initiator_general_contract,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_expense_contract_group
FE-AUD-fixture_role_project_a_member-11,project_member,smart_construction_core.menu_sc_contract_expense,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_contract_center > smart_construction_core.menu_sc_expense_contract_group,系统菜单 / 合同中心 / 支出合同台账 / 支出合同台账,smart_construction_core.action_sc_expense_contract_ledger,sc.expense.contract.ledger,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_contract_manager|smart_construction_core.group_sc_cap_contract_read|smart_construction_core.group_sc_cap_contract_user,catalog.menu.smart_construction_core_menu_sc_contract_expense,true,false,false,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_expense_contract_group
FE-AUD-fixture_role_project_a_member-12,project_member,smart_construction_core.menu_sc_construction_contract,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_contract_center,系统菜单 / 合同中心 / 合同办理,smart_construction_core.action_construction_contract_handling,construction.contract,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_contract_manager|smart_construction_core.group_sc_cap_contract_user,catalog.menu.smart_construction_core_menu_sc_construction_contract,true,true,true,true,smart_construction_core.rule_sc_business_initiator_construction_contract,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_contract_center
FE-AUD-fixture_role_project_a_member-13,project_member,smart_construction_core.menu_sc_contract_income,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_contract_center > smart_construction_core.menu_sc_income_contract_group,系统菜单 / 合同中心 / 收入合同台账 / 收入合同台账,smart_construction_core.action_sc_income_contract_ledger,sc.income.contract.ledger,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_contract_manager|smart_construction_core.group_sc_cap_contract_read|smart_construction_core.group_sc_cap_contract_user,catalog.menu.smart_construction_core_menu_sc_contract_income,true,false,false,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_income_contract_group
FE-AUD-fixture_role_project_a_member-14,project_member,smart_construction_core.menu_sc_contract_center,smart_construction_core.menu_sc_root,系统菜单 / 合同中心 / 合同中心,smart_construction_core.action_construction_contract_handling,construction.contract,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_contract_manager|smart_construction_core.group_sc_cap_contract_read|smart_construction_core.group_sc_cap_contract_user|smart_construction_core.group_sc_cap_purchase_manager,catalog.menu.smart_construction_core_menu_sc_contract_center,true,true,true,true,smart_construction_core.rule_sc_business_initiator_construction_contract,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,PRIMARY_NAV,项目工作,member.contract_read,"J04,E2E-04",独立高频任务或正式旅程入口,
FE-AUD-fixture_role_project_a_member-15,project_member,smart_construction_core.menu_sc_plan,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_construction_management_center,系统菜单 / 施工管理 / 计划管理,smart_construction_core.action_sc_plan,sc.plan,smart_construction_core,smart_construction_core.group_sc_internal_user,catalog.menu.smart_construction_core_menu_sc_plan,true,false,false,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,PRIMARY_NAV,现场工作,member.plan,"J04,E2E-03",独立高频任务或正式旅程入口,
FE-AUD-fixture_role_project_a_member-16,project_member,smart_construction_core.menu_sc_plan_report,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_construction_management_center,系统菜单 / 施工管理 / 计划汇报,smart_construction_core.action_sc_plan_report,sc.plan.report,smart_construction_core,smart_construction_core.group_sc_internal_user,catalog.menu.smart_construction_core_menu_sc_plan_report,true,false,false,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,PRIMARY_NAV,现场工作,member.plan_report,"J04,E2E-03",独立高频任务或正式旅程入口,
FE-AUD-fixture_role_project_a_member-17,project_member,smart_construction_core.menu_sc_construction_diary,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_construction_management_center,系统菜单 / 施工管理 / 施工日志,smart_construction_core.action_sc_construction_diary,sc.construction.diary,smart_construction_core,smart_construction_core.group_sc_cap_project_manager|smart_construction_core.group_sc_cap_project_read|smart_construction_core.group_sc_cap_project_user,catalog.menu.smart_construction_core_menu_sc_construction_diary,true,false,false,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,PRIMARY_NAV,现场工作,member.site_diary,"J04,E2E-05",独立高频任务或正式旅程入口,
FE-AUD-fixture_role_project_a_member-18,project_member,smart_construction_core.menu_sc_quality_issue,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_construction_management_center,系统菜单 / 施工管理 / 质量检查,smart_construction_core.action_sc_quality_issue,sc.quality.issue,smart_construction_core,smart_construction_core.group_sc_cap_project_manager|smart_construction_core.group_sc_cap_project_read|smart_construction_core.group_sc_cap_project_user,catalog.menu.smart_construction_core_menu_sc_quality_issue,true,false,false,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_construction_management_center
FE-AUD-fixture_role_project_a_member-19,project_member,smart_construction_core.menu_sc_quality_rectification,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_construction_management_center,系统菜单 / 施工管理 / 质量整改,smart_construction_core.action_sc_quality_rectification,sc.quality.rectification,smart_construction_core,smart_construction_core.group_sc_cap_project_manager|smart_construction_core.group_sc_cap_project_read|smart_construction_core.group_sc_cap_project_user,catalog.menu.smart_construction_core_menu_sc_quality_rectification,true,false,false,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_construction_management_center
FE-AUD-fixture_role_project_a_member-20,project_member,smart_construction_core.menu_sc_quality_recheck,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_construction_management_center,系统菜单 / 施工管理 / 质量复验,smart_construction_core.action_sc_quality_recheck,sc.quality.recheck,smart_construction_core,smart_construction_core.group_sc_cap_project_manager|smart_construction_core.group_sc_cap_project_read|smart_construction_core.group_sc_cap_project_user,catalog.menu.smart_construction_core_menu_sc_quality_recheck,true,false,false,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_construction_management_center
FE-AUD-fixture_role_project_a_member-21,project_member,smart_construction_core.menu_sc_safety_issue,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_construction_management_center,系统菜单 / 施工管理 / 安全检查,smart_construction_core.action_sc_safety_issue,sc.safety.issue,smart_construction_core,smart_construction_core.group_sc_cap_project_manager|smart_construction_core.group_sc_cap_project_read|smart_construction_core.group_sc_cap_project_user,catalog.menu.smart_construction_core_menu_sc_safety_issue,true,false,false,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_construction_management_center
FE-AUD-fixture_role_project_a_member-22,project_member,smart_construction_core.menu_sc_safety_rectification,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_construction_management_center,系统菜单 / 施工管理 / 安全整改,smart_construction_core.action_sc_safety_rectification,sc.safety.rectification,smart_construction_core,smart_construction_core.group_sc_cap_project_manager|smart_construction_core.group_sc_cap_project_read|smart_construction_core.group_sc_cap_project_user,catalog.menu.smart_construction_core_menu_sc_safety_rectification,true,false,false,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_construction_management_center
FE-AUD-fixture_role_project_a_member-23,project_member,smart_construction_core.menu_sc_safety_recheck,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_construction_management_center,系统菜单 / 施工管理 / 安全复验,smart_construction_core.action_sc_safety_recheck,sc.safety.recheck,smart_construction_core,smart_construction_core.group_sc_cap_project_manager|smart_construction_core.group_sc_cap_project_read|smart_construction_core.group_sc_cap_project_user,catalog.menu.smart_construction_core_menu_sc_safety_recheck,true,false,false,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_construction_management_center
FE-AUD-fixture_role_pm-1,pm,smart_construction_core.menu_sc_project_initiation,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_project_management_group,系统菜单 / 项目中心 / 项目管理 / 项目立项,smart_construction_core.action_project_initiation,project.project,smart_construction_core,smart_construction_core.group_sc_cap_project_manager|smart_construction_core.group_sc_cap_project_user,catalog.menu.smart_construction_core_menu_sc_project_initiation,true,true,true,true,project.project_comp_rule|project.project_public_members_rule|smart_construction_core.rule_sc_project_manager_project_project|smart_construction_core.rule_sc_project_read_project_project|smart_construction_core.rule_sc_project_user_project_project,true,released,true,false,200,ok,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,PRIMARY_NAV,项目工作台,pm.project_intake,"J04,E2E-01",独立高频任务或正式旅程入口,
FE-AUD-fixture_role_pm-2,pm,smart_construction_core.menu_sc_project_quick_create,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_project_management_group,系统菜单 / 项目中心 / 项目管理 / 快速创建项目,smart_construction_core.action_project_initiation_quick,project.project,smart_construction_core,smart_construction_core.group_sc_cap_project_manager|smart_construction_core.group_sc_cap_project_user,catalog.menu.smart_construction_core_menu_sc_project_quick_create,true,true,true,true,project.project_comp_rule|project.project_public_members_rule|smart_construction_core.rule_sc_project_manager_project_project|smart_construction_core.rule_sc_project_read_project_project|smart_construction_core.rule_sc_project_user_project_project,true,released,true,false,200,ok,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,ROLE_HOME_ACTION,角色首页,pm.quick_create,"ROLE_HOME,E2E-01",角色首页的正式快捷操作,
FE-AUD-fixture_role_pm-3,pm,smart_construction_core.menu_sc_project_project,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_project_management_group,系统菜单 / 项目中心 / 项目管理 / 项目台账,smart_construction_core.action_sc_project_list,project.project,smart_construction_core,smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_project_project,true,true,true,true,project.project_comp_rule|project.project_public_members_rule|smart_construction_core.rule_sc_project_manager_project_project|smart_construction_core.rule_sc_project_read_project_project|smart_construction_core.rule_sc_project_user_project_project,true,released,true,false,200,ok,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,PRIMARY_NAV,项目工作台,pm.project_ledger,"J04,E2E-01",独立高频任务或正式旅程入口,
FE-AUD-fixture_role_pm-4,pm,smart_construction_core.menu_sc_project_wbs,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_project_management_group,系统菜单 / 项目中心 / 项目管理 / 执行结构,smart_construction_core.action_exec_structure_entry,project.project,smart_construction_core,smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_project_wbs,false,false,false,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_project_management_group
FE-AUD-fixture_role_pm-5,pm,smart_construction_core.menu_sc_project_kanban,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_project_management_group,系统菜单 / 项目中心 / 项目管理 / 项目看板,smart_construction_core.action_project_dashboard,project.project,smart_construction_core,smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_project_kanban,true,true,true,true,project.project_comp_rule|project.project_public_members_rule|smart_construction_core.rule_sc_project_manager_project_project|smart_construction_core.rule_sc_project_read_project_project|smart_construction_core.rule_sc_project_user_project_project,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_project_management_group
FE-AUD-fixture_role_pm-6,pm,smart_construction_core.menu_sc_project_management_scene,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_project_management_group,系统菜单 / 项目中心 / 项目管理 / 项目驾驶舱,smart_construction_core.action_project_dashboard,project.project,smart_construction_core,smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_project_management_scene,true,true,true,true,project.project_comp_rule|project.project_public_members_rule|smart_construction_core.rule_sc_project_manager_project_project|smart_construction_core.rule_sc_project_read_project_project|smart_construction_core.rule_sc_project_user_project_project,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,PRIMARY_NAV,项目工作台,pm.project_workspace,"J04,E2E-01",独立高频任务或正式旅程入口,
FE-AUD-fixture_role_pm-7,pm,smart_construction_core.menu_sc_project_documents,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_project_management_group,系统菜单 / 项目中心 / 项目管理 / 项目资料,smart_construction_core.action_sc_project_document,sc.project.document,smart_construction_core,smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_project_documents,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,PRIMARY_NAV,项目工作台,pm.project_documents,"J04,E2E-05",独立高频任务或正式旅程入口,
FE-AUD-fixture_role_pm-8,pm,smart_construction_core.menu_sc_project_work_breakdown,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_project_management_group,系统菜单 / 项目中心 / 项目管理 / 工程结构,smart_construction_core.action_work_breakdown,construction.work.breakdown,smart_construction_core,smart_construction_core.group_sc_cap_project_manager|smart_construction_core.group_sc_cap_project_user,catalog.menu.smart_construction_core_menu_sc_project_work_breakdown,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,PRIMARY_NAV,项目工作台,pm.work_breakdown,"J04,E2E-02,E2E-03",独立高频任务或正式旅程入口,
FE-AUD-fixture_role_pm-9,pm,smart_construction_core.menu_sc_project_tender,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_tender_management_group,系统菜单 / 项目中心 / 投标管理 / 投标项目,smart_construction_core.action_tender_bid,tender.bid,smart_construction_core,smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_project_tender,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,DENIED,,,,技术可读但无正式角色任务或旅程依据,
FE-AUD-fixture_role_pm-10,pm,smart_construction_core.menu_sc_tender_prepare,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_tender_management_group,系统菜单 / 项目中心 / 投标管理 / 投标准备,smart_construction_core.action_sc_tender_prepare,tender.bid,smart_construction_core,smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_tender_prepare,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,DENIED,,,,技术可读但无正式角色任务或旅程依据,
FE-AUD-fixture_role_pm-11,pm,smart_construction_core.menu_sc_tender_registration,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_tender_management_group,系统菜单 / 项目中心 / 投标管理 / 投标报名管理,smart_construction_core.action_sc_tender_registration,tender.bid,smart_construction_core,smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_tender_registration,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,DENIED,,,,技术可读但无正式角色任务或旅程依据,
FE-AUD-fixture_role_pm-12,pm,smart_construction_core.menu_sc_tender_registration_fee,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_tender_management_group,系统菜单 / 项目中心 / 投标管理 / 投标报名费申请,smart_construction_core.action_sc_tender_registration_fee,tender.doc.purchase,smart_construction_core,smart_construction_core.group_sc_cap_project_manager|smart_construction_core.group_sc_cap_project_user,catalog.menu.smart_construction_core_menu_sc_tender_registration_fee,true,true,true,false,,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,DENIED,,,,技术可读但无正式角色任务或旅程依据,
FE-AUD-fixture_role_pm-13,pm,smart_construction_core.menu_sc_tender_opening,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_tender_management_group,系统菜单 / 项目中心 / 投标管理 / 开标记录,smart_construction_core.action_sc_tender_opening,tender.opening,smart_construction_core,smart_construction_core.group_sc_cap_project_manager|smart_construction_core.group_sc_cap_project_user,catalog.menu.smart_construction_core_menu_sc_tender_opening,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,DENIED,,,,技术可读但无正式角色任务或旅程依据,
FE-AUD-fixture_role_pm-14,pm,smart_construction_core.menu_sc_tender_won,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_tender_management_group,系统菜单 / 项目中心 / 投标管理 / 中标记录,smart_construction_core.action_sc_tender_won,tender.bid,smart_construction_core,smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_tender_won,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,DENIED,,,,技术可读但无正式角色任务或旅程依据,
FE-AUD-fixture_role_pm-15,pm,smart_construction_core.menu_sc_tender_guarantee,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_tender_management_group,系统菜单 / 项目中心 / 投标管理 / 投标保证金,smart_construction_core.action_sc_tender_guarantee,tender.guarantee,smart_construction_core,smart_construction_core.group_sc_cap_project_manager|smart_construction_core.group_sc_cap_project_user,catalog.menu.smart_construction_core_menu_sc_tender_guarantee,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,DENIED,,,,技术可读但无正式角色任务或旅程依据,
FE-AUD-fixture_role_pm-16,pm,smart_construction_core.menu_sc_site_documents,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_project_center > smart_construction_core.menu_sc_doc_center,系统菜单 / 项目中心 / 施工资料 / 现场资料,smart_construction_core.action_sc_project_document,sc.project.document,smart_construction_core,smart_construction_core.group_sc_cap_project_read,catalog.menu.smart_construction_core_menu_sc_site_documents,true,true,true,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_doc_center
FE-AUD-fixture_role_pm-17,pm,smart_construction_core.menu_sc_general_contract,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_contract_center > smart_construction_core.menu_sc_expense_contract_group,系统菜单 / 合同中心 / 支出合同台账 / 一般合同（公司）,smart_construction_core.action_sc_general_contract,sc.general.contract,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_contract_manager|smart_construction_core.group_sc_cap_contract_read|smart_construction_core.group_sc_cap_contract_user,catalog.menu.smart_construction_core_menu_sc_general_contract,true,false,false,true,smart_construction_core.rule_sc_contract_read_general_contract,true,released,true,false,200,empty,true,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_expense_contract_group
FE-AUD-fixture_role_pm-18,pm,smart_construction_core.menu_sc_contract_expense,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_contract_center > smart_construction_core.menu_sc_expense_contract_group,系统菜单 / 合同中心 / 支出合同台账 / 支出合同台账,smart_construction_core.action_sc_expense_contract_ledger,sc.expense.contract.ledger,smart_construction_core,smart_construction_core.group_sc_cap_business_initiator|smart_construction_core.group_sc_cap_contract_manager|smart_construction_core.group_sc_cap_contract_read|smart_construction_core.group_sc_cap_contract_user,catalog.menu.smart_construction_core_menu_sc_contract_expense,true,false,false,false,,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_expense_contract_group
FE-AUD-fixture_role_pm-19,pm,smart_construction_core.menu_sc_expense_contract_material,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_contract_center > smart_construction_core.menu_sc_expense_contract_group,系统菜单 / 合同中心 / 支出合同台账 / 材料合同,smart_construction_core.action_construction_contract_expense_material,construction.contract.expense,smart_construction_core,smart_construction_core.group_sc_cap_contract_manager|smart_construction_core.group_sc_cap_contract_read|smart_construction_core.group_sc_cap_contract_user,catalog.menu.smart_construction_core_menu_sc_expense_contract_material,true,false,false,true,smart_construction_core.rule_sc_contract_read_construction_contract_expense,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_expense_contract_group
FE-AUD-fixture_role_pm-20,pm,smart_construction_core.menu_sc_expense_contract_normal,smart_construction_core.menu_sc_root > smart_construction_core.menu_sc_contract_center > smart_construction_core.menu_sc_expense_contract_group,系统菜单 / 合同中心 / 支出合同台账 / 正常合同,smart_construction_core.action_construction_contract_expense_normal,construction.contract.expense,smart_construction_core,smart_construction_core.group_sc_cap_contract_manager|smart_construction_core.group_sc_cap_contract_read|smart_construction_core.group_sc_cap_contract_user,catalog.menu.smart_construction_core_menu_sc_expense_contract_normal,true,false,false,true,smart_construction_core.rule_sc_contract_read_construction_contract_expense,true,released,true,false,200,empty,false,PRODUCT_ROLE_NAV,released_role_root_acl_and_runtime_valid,CONTEXTUAL_ROUTE,,,,保留授权直达能力，由项目、合同、资金关系链或搜索进入,smart_construction_core.menu_sc_expense_contract_group
