menu_xmlid,current_path,current_name,action_xmlid,group_xmlids,level,technical_name_risk,proposed_level_1,proposed_level_2,proposed_level_3,decision,product_owner_evidence,runtime_evidence,migration_compatibility,unresolved_reason
smart_construction_core.menu_sc_invoice_registration_user,智慧施工管理平台 / 财务中心 / 发票税务 / 销项开票登记,销项开票登记,smart_construction_core.action_sc_invoice_registration_user,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_invoice_tax_user_group,智慧施工管理平台 / 财务中心 / 发票税务,发票税务,,,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_labor_casual_acceptance,智慧施工管理平台 / 物资与分包 / 劳务管理 / 零星用工,零星用工,smart_construction_core.action_sc_labor_usage_casual,smart_construction_core.group_sc_internal_user,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_labor_management_group,智慧施工管理平台 / 物资与分包 / 劳务管理,劳务管理,,,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_labor_plan,智慧施工管理平台 / 物资与分包 / 劳务管理 / 劳务计划,劳务计划,smart_construction_core.action_sc_labor_plan,smart_construction_core.group_sc_internal_user,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_labor_request,智慧施工管理平台 / 物资与分包 / 劳务管理 / 劳务申请,劳务申请,smart_construction_core.action_sc_labor_request,smart_construction_core.group_sc_internal_user,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_labor_settlement,智慧施工管理平台 / 物资与分包 / 劳务管理 / 劳务结算,劳务结算,smart_construction_core.action_sc_labor_settlement,smart_construction_core.group_sc_internal_user,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_labor_usage_acceptance,智慧施工管理平台 / 物资与分包 / 劳务管理 / 方单,方单,smart_construction_core.action_sc_labor_usage_ticket,smart_construction_core.group_sc_internal_user,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_leave_request,智慧施工管理平台 / 人事行政 / 请假/休假审批单,请假/休假审批单,smart_construction_core.action_sc_leave_request,"smart_construction_core.group_sc_cap_business_config_admin,smart_construction_core.group_sc_cap_business_initiator",2,true,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_legacy_fuel_card_fact_acceptance,智慧施工管理平台 / 财务中心 / 油卡管理 / 油卡登记,油卡登记,smart_construction_core.action_sc_fuel_card_registration_formal,smart_construction_core.group_sc_cap_finance_read,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_legacy_fuel_card_recharge_fact_acceptance,智慧施工管理平台 / 财务中心 / 油卡管理 / 充值登记,充值登记,smart_construction_core.action_sc_fuel_card_recharge_formal,smart_construction_core.group_sc_cap_finance_read,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_lowcode_system_config_group,智慧施工管理平台 / 配置中心 / 低代码系统配置,低代码系统配置,,"smart_construction_core.group_sc_cap_business_config_admin,smart_core.group_smart_core_admin,smart_core.group_smart_core_business_config_admin",2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_master_data_center,智慧施工管理平台 / 基础资料,基础资料,,,1,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_material_acceptance,智慧施工管理平台 / 物资与分包 / 材料管理 / 材料进场验收,材料进场验收,smart_construction_core.action_sc_material_acceptance,"smart_construction_core.group_sc_cap_material_manager,smart_construction_core.group_sc_cap_material_read,smart_construction_core.group_sc_cap_material_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_material_catalog,智慧施工管理平台 / 物资与分包 / 材料管理 / 材料档案,材料档案,smart_construction_core.action_sc_material_product_template,"smart_construction_core.group_sc_cap_material_manager,smart_construction_core.group_sc_cap_material_read,smart_construction_core.group_sc_cap_material_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_material_center,智慧施工管理平台 / 物资与分包,物资与分包,,"smart_construction_core.group_sc_cap_material_manager,smart_construction_core.group_sc_cap_material_read,smart_construction_core.group_sc_cap_material_user",1,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_material_inbound,智慧施工管理平台 / 物资与分包 / 材料管理 / 入库单,入库单,smart_construction_core.action_sc_material_inbound_handling,"smart_construction_core.group_sc_cap_material_manager,smart_construction_core.group_sc_cap_material_read,smart_construction_core.group_sc_cap_material_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_material_loss,智慧施工管理平台 / 物资与分包 / 材料管理 / 材料损耗,材料损耗,smart_construction_core.action_sc_material_loss,"smart_construction_core.group_sc_cap_material_manager,smart_construction_core.group_sc_cap_material_read,smart_construction_core.group_sc_cap_material_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_material_management_group,智慧施工管理平台 / 物资与分包 / 材料管理,材料管理,,,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_material_outbound,智慧施工管理平台 / 物资与分包 / 材料管理 / 出库单,出库单,smart_construction_core.action_sc_material_outbound,"smart_construction_core.group_sc_cap_material_manager,smart_construction_core.group_sc_cap_material_read,smart_construction_core.group_sc_cap_material_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_material_price_library,智慧施工管理平台 / 物资与分包 / 材料管理 / 材料价格库,材料价格库,smart_construction_core.action_sc_material_price_library,"smart_construction_core.group_sc_cap_material_manager,smart_construction_core.group_sc_cap_material_read,smart_construction_core.group_sc_cap_material_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_material_purchase_request,智慧施工管理平台 / 物资与分包 / 材料管理 / 采购申请,采购申请,smart_construction_core.action_sc_material_purchase_request,"smart_construction_core.group_sc_cap_material_manager,smart_construction_core.group_sc_cap_material_read,smart_construction_core.group_sc_cap_material_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_material_quote_acceptance,智慧施工管理平台 / 物资与分包 / 材料管理 / 报价单,报价单,"'ir.actions.act_window,%d' % ref('smart_construction_core.action_sc_material_quote_user_confirmed')","smart_construction_core.group_sc_cap_material_manager,smart_construction_core.group_sc_cap_material_read,smart_construction_core.group_sc_cap_material_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_material_rental_group,智慧施工管理平台 / 物资与分包 / 周转材料租赁,周转材料租赁,,,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_material_rental_order,智慧施工管理平台 / 物资与分包 / 周转材料租赁 / 租赁单,租赁单,smart_construction_core.action_sc_material_rental_order,"smart_construction_core.group_sc_cap_material_manager,smart_construction_core.group_sc_cap_material_read,smart_construction_core.group_sc_cap_material_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_material_rental_plan,智慧施工管理平台 / 物资与分包 / 周转材料租赁 / 租赁计划,租赁计划,smart_construction_core.action_sc_material_rental_plan,"smart_construction_core.group_sc_cap_material_manager,smart_construction_core.group_sc_cap_material_read,smart_construction_core.group_sc_cap_material_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_material_rental_settlement,智慧施工管理平台 / 物资与分包 / 周转材料租赁 / 租赁结算,租赁结算,smart_construction_core.action_sc_material_rental_settlement,"smart_construction_core.group_sc_cap_material_manager,smart_construction_core.group_sc_cap_material_read,smart_construction_core.group_sc_cap_material_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_material_return,智慧施工管理平台 / 物资与分包 / 材料管理 / 退库办理,退库办理,smart_construction_core.action_sc_material_return,"smart_construction_core.group_sc_cap_material_manager,smart_construction_core.group_sc_cap_material_read,smart_construction_core.group_sc_cap_material_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_material_rfq,智慧施工管理平台 / 物资与分包 / 材料管理 / 询比价,询比价,smart_construction_core.action_sc_material_rfq,"smart_construction_core.group_sc_cap_material_manager,smart_construction_core.group_sc_cap_material_read,smart_construction_core.group_sc_cap_material_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_material_settlement,智慧施工管理平台 / 物资与分包 / 材料管理 / 材料结算,材料结算,smart_construction_core.action_sc_material_settlement,"smart_construction_core.group_sc_cap_material_manager,smart_construction_core.group_sc_cap_material_read,smart_construction_core.group_sc_cap_material_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_material_stock_statistics_report,智慧施工管理平台 / 统计分析 / 成本报表 / 库存统计表（新）,库存统计表（新）,smart_construction_core.action_sc_material_stock_statistics_report,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_cost_manager,smart_construction_core.group_sc_cap_cost_read,smart_construction_core.group_sc_cap_cost_user,smart_construction_core.group_sc_cap_material_manager,smart_construction_core.group_sc_cap_material_read,smart_construction_core.group_sc_cap_material_user",3,true,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_material_transfer,智慧施工管理平台 / 物资与分包 / 材料管理 / 材料调拨,材料调拨,smart_construction_core.action_sc_material_transfer,"smart_construction_core.group_sc_cap_material_manager,smart_construction_core.group_sc_cap_material_read,smart_construction_core.group_sc_cap_material_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_noncash_business_group,智慧施工管理平台 / 财务中心 / 扣款与非现金,扣款与非现金,,,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_operating_metrics_project,智慧施工管理平台 / 智慧大屏 / 公司驾驶舱,公司驾驶舱,smart_construction_core.action_sc_operating_metrics_project,"smart_construction_core.group_sc_cap_cost_read,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_project_read",2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_operating_metrics_root,智慧施工管理平台 / 智慧大屏 / 经营指标,经营指标,,"smart_construction_core.group_sc_cap_cost_read,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_project_read",2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_operation_big_screen_delivery,智慧施工管理平台 / 智慧大屏 / 经营大屏,经营大屏,smart_construction_core.action_sc_operation_big_screen_delivery,"smart_construction_core.group_sc_cap_cost_read,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_project_read",2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_organization_department,智慧施工管理平台 / 基础资料 / 组织架构,组织架构,smart_construction_core.action_sc_organization_department,smart_construction_core.group_sc_cap_data_read,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_output_invoice_adjustment,智慧施工管理平台 / 财务中心 / 发票台账 / 销项调整记录,销项调整记录,smart_construction_core.action_sc_output_invoice_adjustment,"smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_output_invoice_change_registration,智慧施工管理平台 / 财务中心 / 发票台账 / 销项变更登记,销项变更登记,smart_construction_core.action_sc_output_invoice_change_registration,"smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_pack_installation,智慧施工管理平台 / 系统配置 / 场景与能力 / 交付包安装记录,交付包安装记录,smart_construction_core.action_sc_pack_installation,smart_core.group_smart_core_admin,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_pack_registry,智慧施工管理平台 / 系统配置 / 场景与能力 / 交付包注册表,交付包注册表,smart_construction_core.action_sc_pack_registry,smart_core.group_smart_core_admin,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_partner_payment,智慧施工管理平台 / 财务中心 / 收付款办理 / 往来单位付款,往来单位付款,smart_construction_core.action_sc_payment_execution_partner_payment,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_payment_deposit_refund,智慧施工管理平台 / 财务中心 / 保证金管理 / 付款保证金退回,付款保证金退回,smart_construction_core.action_sc_payment_deposit_refund,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_payment_deposit_return,智慧施工管理平台 / 财务中心 / 保证金管理 / 付款还保证金,付款还保证金,smart_construction_core.action_sc_payment_deposit_return,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_payment_deposit_return_refund_formal,智慧施工管理平台 / 财务中心 / 保证金管理 / 付款还保证金退回,付款还保证金退回,smart_construction_core.action_sc_payment_deposit_return_refund_formal,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_payment_execution,智慧施工管理平台 / 财务中心 / 收付款办理 / 实付登记,实付登记,smart_construction_core.action_sc_payment_execution_actual_outflow,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_payment_fact_group,智慧施工管理平台 / 财务中心 / 付款事实,付款事实,,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_payment_request_residual_fact,智慧施工管理平台 / 财务中心 / 付款事实 / 付款申请残余事实,付款申请残余事实,smart_construction_core.action_sc_payment_execution_outflow_request_residual,"smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_payment_user_group,智慧施工管理平台 / 财务中心 / 付款,付款,,,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_plan,智慧施工管理平台 / 施工管理 / 计划管理,计划管理,smart_construction_core.action_sc_plan,smart_construction_core.group_sc_internal_user,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_plan_report,智慧施工管理平台 / 施工管理 / 计划汇报,计划汇报,smart_construction_core.action_sc_plan_report,smart_construction_core.group_sc_internal_user,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_profit_reports,智慧施工管理平台 / 成本中心 / 经营利润,经营利润,smart_construction_core.action_project_profit_compare,"smart_construction_core.group_sc_cap_cost_manager,smart_construction_core.group_sc_cap_cost_user",2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_boq_root,智慧施工管理平台 / 项目中心 / 项目预算 / 工程量清单,工程量清单,smart_construction_core.action_project_boq_line,"smart_construction_core.group_sc_cap_cost_manager,smart_construction_core.group_sc_cap_cost_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_borrow_company,智慧施工管理平台 / 财务中心 / 资金往来办理 / 项目借公司款登记,项目借公司款登记,smart_construction_core.action_sc_financing_loan_project_borrow_company,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_budget,智慧施工管理平台 / 成本中心 / 目标成本,目标成本,smart_construction_core.action_project_budget,"smart_construction_core.group_sc_cap_cost_manager,smart_construction_core.group_sc_cap_cost_user",2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_budget_center,智慧施工管理平台 / 项目中心 / 项目预算 / 预算清单,预算清单,smart_construction_core.action_project_budget,"smart_construction_core.group_sc_cap_cost_manager,smart_construction_core.group_sc_cap_cost_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_budget_group,智慧施工管理平台 / 项目中心 / 项目预算,项目预算,,,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_center,智慧施工管理平台 / 项目中心,项目中心,,smart_construction_core.group_sc_cap_project_read,1,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_contract_overview,智慧施工管理平台 / 统计分析 / 经营分析 / 合同执行表,合同执行表,smart_construction_core.action_project_contract_overview,"smart_construction_core.group_sc_cap_contract_manager,smart_construction_core.group_sc_cap_contract_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_cost_code,智慧施工管理平台 / 配置中心 / 业务基础数据 / 预算类型,预算类型,smart_construction_core.action_project_cost_code,smart_construction_core.group_sc_cap_business_config_admin,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_cost_ledger,智慧施工管理平台 / 成本中心 / 成本台账,成本台账,smart_construction_core.action_project_cost_ledger,"smart_construction_core.group_sc_cap_cost_manager,smart_construction_core.group_sc_cap_cost_user",2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_dashboard,智慧施工管理平台 / 智慧大屏 / 项目驾驶舱,项目驾驶舱,smart_construction_core.action_project_dashboard,smart_construction_core.group_sc_cap_project_read,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_documents,智慧施工管理平台 / 项目中心 / 项目管理 / 项目资料,项目资料,smart_construction_core.action_sc_project_document,smart_construction_core.group_sc_cap_project_read,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_expense_claim,智慧施工管理平台 / 财务中心 / 费用与保证金 / 项目费用报销单,项目费用报销单,smart_construction_core.action_sc_expense_claim_project,"smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_fund_user_group,智慧施工管理平台 / 财务中心 / 项目资金,项目资金,,,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_income_contract,智慧施工管理平台 / 合同中心 / 收入合同台账 / 项目收入合同,项目收入合同,smart_construction_core.action_construction_contract_income,smart_construction_core.group_sc_cap_contract_read,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_income_contract_acceptance_construction,智慧施工管理平台 / 合同中心 / 收入合同台账 / 施工合同,施工合同,smart_construction_core.action_construction_contract_income_construction,smart_construction_core.group_sc_cap_contract_read,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_initiation,智慧施工管理平台 / 项目中心 / 项目管理 / 项目立项,项目立项,smart_construction_core.action_project_initiation,"smart_construction_core.group_sc_cap_project_manager,smart_construction_core.group_sc_cap_project_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_kanban,智慧施工管理平台 / 项目中心 / 项目管理 / 项目看板,项目看板,smart_construction_core.action_project_dashboard,smart_construction_core.group_sc_cap_project_read,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_manage,智慧施工管理平台 / 系统配置 / 项目管理（后台）,项目管理（后台）,smart_construction_core.action_sc_project_manage,smart_core.group_smart_core_admin,2,true,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_management_group,智慧施工管理平台 / 项目中心 / 项目管理,项目管理,,,2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_management_scene,智慧施工管理平台 / 项目中心 / 项目管理 / 项目驾驶舱,项目驾驶舱,smart_construction_core.action_project_dashboard,smart_construction_core.group_sc_cap_project_read,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_operation_statistics_report,智慧施工管理平台 / 税务中心 / 财税报表 / 项目经营统计表,项目经营统计表,smart_construction_core.action_sc_project_operation_statistics_report,"smart_construction_core.group_sc_cap_cost_read,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_project_read",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_progress,智慧施工管理平台 / 成本中心 / 进度计量,进度计量,smart_construction_core.action_project_progress_entry,"smart_construction_core.group_sc_cap_cost_manager,smart_construction_core.group_sc_cap_cost_user",2,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_project,智慧施工管理平台 / 项目中心 / 项目管理 / 项目台账,项目台账,smart_construction_core.action_sc_project_list,smart_construction_core.group_sc_cap_project_read,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_quick_create,智慧施工管理平台 / 项目中心 / 项目管理 / 快速创建项目,快速创建项目,smart_construction_core.action_project_initiation_quick,"smart_construction_core.group_sc_cap_project_manager,smart_construction_core.group_sc_cap_project_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_repay_company,智慧施工管理平台 / 财务中心 / 资金往来办理 / 项目还公司款登记,项目还公司款登记,smart_construction_core.action_sc_expense_claim_project_repay_company,"smart_construction_core.group_sc_cap_business_initiator,smart_construction_core.group_sc_cap_finance_manager,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_finance_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_stage_requirement_items,智慧施工管理平台 / 配置中心 / 业务基础数据 / 阶段要求配置,阶段要求配置,smart_construction_core.action_sc_project_stage_requirement_items,smart_construction_core.group_sc_cap_business_config_admin,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_structure_wbs,智慧施工管理平台 / 项目中心 / 项目管理 / 工程结构,工程结构,smart_construction_core.action_sc_project_structure,"smart_construction_core.group_sc_cap_cost_manager,smart_construction_core.group_sc_cap_cost_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_tender,智慧施工管理平台 / 项目中心 / 投标管理 / 投标项目,投标项目,smart_construction_core.action_tender_bid,smart_construction_core.group_sc_cap_project_read,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_wbs,智慧施工管理平台 / 项目中心 / 项目管理 / 执行结构,执行结构,smart_construction_core.action_exec_structure_entry,smart_construction_core.group_sc_cap_project_read,3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_wbs_cost,智慧施工管理平台 / 成本中心 / WBS/分部分项,WBS/分部分项,smart_construction_core.action_project_wbs,base.group_no_one,2,true,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_project_work_breakdown,智慧施工管理平台 / 项目中心 / 项目管理 / 工程结构,工程结构,smart_construction_core.action_work_breakdown,"smart_construction_core.group_sc_cap_project_manager,smart_construction_core.group_sc_cap_project_user",3,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
smart_construction_core.menu_sc_projection_root,智慧施工管理平台 / 智慧大屏,智慧大屏,,"smart_construction_core.group_sc_cap_cost_read,smart_construction_core.group_sc_cap_finance_read,smart_construction_core.group_sc_cap_project_read",1,false,,,,investigate,,,preserve_xmlid_action_until_M5,product_and_runtime_evidence_not_yet_available
